date, PGP, MRK, HSB, MC, FP, OR, LLY, SAN, DGE, AIR, CATR, VALE3, CDI, SLB, BNP, SAF, RMS, CS, KER, AI, DG, BN, ORA, RI, SU, ACA, ENGI, VIV, DSY, GLE, LHN, HO, SGO, RNO, CAP, UG, ML, KN, LR, CNP, SW, CA, EN, PUB, AM, BOL, STM, AC, IAM, VIE, AMUN, IPN, FTI, GFC, LI, ALO, DIM, FGR, BVI, SESG, SEV, TEP, SCR, ATO, BIM, UBI, EDEN, ILD, ERF, COV, FR, AKE, DEC, GET, WLN, ORP, SK, EO, ICAD, ODET, RCO, RF, MF, RE, AF, BB
3/27/2017,76.931068,53.249489,6.562236,193.873215,42.165413,173.057892,74.650352,75.373009,26.110638,66.902809,79.591385,7.33928,206.458359,64.984581,54.847668,67.840027,430.68924,21.442911,212.59787,101.553917,70.186653,60.754551,13.492338,104.311813,64.360588,10.739346,11.234006,16.562965,78.098,42.486988,51.329163,85.061089,43.468525,74.103043,82.17569,17.488487,104.777565,4.982146,53.344757,17.25342,101.531059,20.404028,35.151939,58.768917,1111.023804,3.451068,14.036643,36.441929,0.869938,15.543922,49.066467,90.873596,28.126379,109.421555,32.696507,26.674488,61.348721,69.487976,17.671877,17.342203,12.766397,95.610199,31.852421,110.02195,50.346859,38.235001,20.911692,211.095383,399.359406,70.454803,56.868019,87.106026,30.918266,8.585791,28.99,86.863174,125.307846,39.308197,60.147564,769.293945,86.264427,57.266701,111.80674,146.746155,7.162,105.653831
3/28/2017,77.486534,54.78941,6.632608,193.777023,42.430515,172.286591,74.650352,75.797417,26.110638,68.350296,81.357735,7.95241,209.279907,66.085083,56.265198,67.947166,430.000061,21.596689,214.169464,101.315414,69.790161,59.912319,13.405614,105.230652,64.738953,11.147188,11.345454,16.673098,78.8592,42.888149,51.550453,86.063507,44.10165,75.187927,82.214447,17.882715,105.390854,5.078869,53.432316,17.363665,101.956284,20.451021,35.207169,59.210648,1128.288574,3.48117,14.085364,37.328545,0.869938,15.6172,49.914043,91.090424,28.282093,109.10434,32.463341,26.63026,61.703968,69.853302,17.709837,17.638161,12.770864,96.301903,32.175449,110.556732,50.624535,38.84,20.949989,211.49263,401.837128,69.529091,57.845528,88.32235,31.052841,8.639036,29,87.039696,125.845024,40.668556,60.147564,764.304993,87.001144,57.6381,111.32605,146.13472,7.2,105.560867
3/29/2017,77.486534,55.850452,6.658998,194.88324,42.61335,173.347137,74.650352,76.312126,25.38695,69.112633,81.357735,8.236098,209.523148,67.851425,56.374241,68.044563,431.969116,21.750465,214.887192,102.12632,69.620247,59.912319,13.32802,105.956047,65.582993,11.085802,11.6798,16.926882,78.829544,42.550091,51.608181,85.108833,44.063858,74.967278,81.681541,18.025208,104.777565,5.085138,53.636627,17.42338,101.578316,20.624893,35.156544,59.652382,1140.787231,3.478258,14.080493,36.990105,0.864518,15.608041,51.227329,92.056328,29.57649,110.914848,32.418507,26.684317,61.427666,69.814842,17.856945,17.563066,12.869781,96.214218,31.852421,111.431862,50.738918,39.099998,21.017015,209.208359,402.729126,70.243996,58.660118,88.063751,30.932686,8.634282,29.295,85.843208,125.405502,41.284744,60.880966,779.720825,86.002693,57.819,111.662529,146.22879,7.059,106.072166
3/30/2017,77.486534,55.164997,6.702981,195.171783,43.033859,172.624054,74.650352,76.068306,25.73432,69.131935,84.218452,8.236098,210.204193,67.509247,56.156162,68.219887,431.969116,21.904243,216.638428,101.887825,70.007286,60.139439,13.350842,106.197853,66.339714,11.085802,11.590641,16.883785,79.936752,42.432899,52.984013,86.368996,45.004097,74.939697,83.018669,18.001459,105.956963,5.12544,54.541439,17.634684,103.090172,20.667185,35.372852,60.855389,1140.787231,3.486997,13.997666,37.199844,0.864518,15.84619,51.096935,93.643173,29.74194,111.367477,32.333313,27.224884,61.417801,70.401276,18.127434,18.552536,13.040626,97.617104,31.952515,111.820808,51.000221,40,21.06489,209.009735,402.679535,70.335648,59.886795,89.509941,31.062452,8.709396,29.17,87.137772,126.382179,42.028912,60.460594,773.285095,86.148109,58,111.662529,146.275818,7.07,106.95533
3/31/2017,78.801125,55.03355,6.738168,198.00943,43.344673,173.68457,74.650352,76.411446,25.425549,68.832794,83.229675,8.785172,211.906845,67.22258,56.728626,68.210144,437.23645,21.940426,217.671036,102.174019,70.139458,60.338165,13.296067,107.261765,66.58226,11.138354,11.840284,17.453604,80.213554,42.865612,53.397724,86.550377,45.486031,74.866142,83.871338,17.93021,107.419411,5.172906,54.988976,17.529032,104.176826,20.770569,35.119724,61.569679,1159.316406,3.528752,13.963561,37.228443,0.864518,16.084343,51.516068,92.411156,29.771137,115.17028,32.696507,27.534479,62.315781,70.583939,18.768063,19.263716,13.310296,98.64003,32.239143,112.744537,51.833347,40.044998,21.208513,208.21521,404.215729,71.77462,59.829296,88.571358,31.711292,8.968016,29.200001,88.246002,127.847206,42.265903,61.42654,783.263,88.959274,58.790501,114.210152,148.627518,7.098,108.582207
4/3/2017,77.606873,55.484257,6.658998,196.278015,42.933304,173.057892,74.650352,76.285027,25.73432,68.861732,83.229675,8.785172,211.906845,67.065361,55.629131,68.852997,436.990265,21.641916,217.940536,102.030914,70.290489,60.092121,13.282375,107.358475,66.281517,10.954197,11.742211,17.180666,79.897209,41.752274,53.272648,85.357048,45.056072,74.728241,83.222145,17.716473,106.475899,5.09499,54.950062,17.464722,103.940598,20.728275,35.345238,60.752007,1159.997192,3.48991,13.924582,37.080673,0.864518,15.882831,51.497437,91.070724,29.449972,113.359779,32.76825,27.431282,57.70747,70.583939,18.696882,19.382984,13.247392,99.760391,31.797821,112.161125,51.425022,39.830002,21.400013,210.747772,404.215729,71.233864,58.736786,88.64798,31.177803,9.016506,29.325001,87.941971,127.603027,41.43642,61.569641,791.245239,88.503677,58.847599,114.931175,147.216507,7.106,108.117386
4/4/2017,77.764252,56.01009,6.658998,198.3461,43.650917,173.829193,74.650352,77.025482,25.73432,69.305634,83.229675,8.144587,214.241913,67.555504,55.165703,68.726372,438.713287,21.578596,219.017578,101.983223,69.667442,60.489582,13.200216,107.98716,66.58226,10.914761,11.719922,17.357836,80.233337,41.197865,53.561283,86.311722,44.933228,73.643356,83.183388,17.545485,106.85331,5.060062,54.697105,17.409599,104.649284,20.535606,35.193359,61.07156,1167.63269,3.543317,13.851501,37.385746,0.86384,15.782073,52.074909,92.726547,29.863594,113.948753,32.884827,27.539394,57.23381,70.257072,18.782299,19.453661,13.170994,99.809097,31.966162,111.869423,51.555672,40.02,21.414375,210.747772,408.080963,71.362175,59.41721,89.098114,31.523848,8.915721,29.395,87.696785,127.261208,41.493301,61.668022,788.251892,88.687859,59.4571,116.132881,146.275818,7.001,107.884972
4/5/2017,78.041992,56.338726,6.738168,196.95134,43.879452,172.431229,74.650352,77.142868,25.73432,69.064384,84.669647,8.419123,213.901382,68.202835,54.611408,68.979622,437.581085,21.438389,216.8181,102.174019,69.827927,60.186752,13.131751,108.035515,66.446442,11.01121,11.849201,17.33868,80.480476,41.15279,53.311134,86.206703,44.758408,72.153946,84.694939,17.545485,106.098488,5.070809,55.173828,17.432568,105.074493,20.319445,35.188759,60.921181,1163.158447,3.540404,13.978178,37.728958,0.859775,15.814133,52.019024,92.371735,30.466997,114.717659,33.171799,27.549223,57.816017,70.641624,18.75857,19.135614,13.337281,100.344917,31.966162,112.306984,51.719067,40.560001,21.237238,205.484024,407.7341,72.425369,58.803871,89.404587,30.283848,8.912868,29.754999,87.618324,127.017029,41.294224,62.249371,778.273987,89.085304,59.5429,115.940598,147.263535,7.123,105.979202
4/6/2017,78.041992,56.132153,6.720574,199.356125,44.36396,172.913284,74.650352,76.944214,25.637829,69.981125,85.869606,8.419123,215.068893,68.45253,55.202049,70.060768,440.633148,21.555983,221.217041,102.984924,70.450966,60.328705,13.104364,108.13224,67.096451,10.980517,11.951735,17.309952,81.004425,41.585506,52.868561,86.90361,44.848175,72.089584,85.247231,17.246252,106.475899,5.110215,55.417057,17.519846,104.885513,20.33824,35.230179,60.48885,1157.468384,3.509331,13.929456,37.819523,0.856387,15.905728,52.242558,92.085907,30.953615,115.985565,33.490154,27.839165,58.072578,71.189606,18.934153,19.197458,13.445131,100.442337,31.888813,112.355598,52.078388,40.349998,21.323414,207.718628,410.162262,73.296089,58.928455,89.816414,30.279043,9.064998,29.83,87.834091,126.821701,41.170982,62.410362,768.894775,88.658775,59.876202,116.325142,147.686844,7.087,107.141258
4/7/2017,78.041992,55.587547,6.720574,201.279922,44.79361,174.214813,74.650352,76.438538,25.647478,69.961823,85.821609,8.419123,218.425552,68.350807,55.338352,70.937386,446.638885,21.420298,225.526138,104.225136,70.366013,60.726162,13.058722,108.083878,67.280777,11.024325,11.991855,17.309952,81.113174,41.937084,52.955151,87.820091,45.065517,72.622826,85.324738,17.160757,106.475899,5.149621,55.368412,17.455536,105.40522,19.769632,35.340633,60.705009,1157.468384,3.520012,14.299738,38.095997,0.856387,15.933208,52.438156,90.676476,30.982809,117.615211,33.651573,27.966934,58.708664,70.949265,19.21413,19.250467,13.517062,100.832039,31.606735,112.50145,51.784344,41,21.548424,208.364182,410.310913,73.671867,58.746365,91.482872,30.730824,9.06785,29.825001,87.579109,127.505371,40.763351,62.973827,773.285095,88.54245,60.219101,116.853905,147.686844,6.95,107.93145
4/10/2017,77.773514,55.531208,6.773354,199.548492,44.455368,174.407654,74.650352,76.40242,25.647478,68.601189,85.821609,8.419123,216.625595,68.618996,54.520546,70.956863,448.607941,21.393158,223.999924,103.41423,69.582489,60.640995,13.045028,108.712563,66.921822,10.862118,11.87149,17.209396,80.885796,41.342102,52.955151,87.380951,44.385143,72.815895,85.092201,17.094259,105.343681,5.102154,55.465702,17.400414,105.216232,19.858917,35.018475,60.686214,1150.854248,3.486997,14.202296,37.57642,0.855032,15.763755,51.981766,91.366394,30.851427,116.619064,33.395992,28.045561,59.205608,70.535873,19.014822,19.038435,13.463091,100.783325,31.756876,112.015274,52.405167,40.855,21.591511,208.761444,411.0047,73.314423,58.765537,91.76062,30.706795,8.974671,29.93,87.569298,127.79837,40.611671,62.607132,765.552185,89.162849,59.8381,116.709694,148.157181,7.23,108.442757
4/11/2017,77.773514,54.977203,6.790947,200.654678,44.546783,174.504059,74.650352,76.583008,25.985201,68.803841,87.607162,8.419123,216.285095,68.202835,53.966251,71.171143,443.685211,21.375067,223.955521,102.12632,70.781372,60.565289,13.090671,109.147781,66.90242,10.734975,11.83137,17.056168,80.688087,40.83276,53.070606,87.944199,44.446568,72.503311,84.510841,16.961266,106.051315,5.038568,55.310036,17.349884,105.40522,19.948204,35.023079,60.648621,1150.5625,3.460779,13.68585,37.657455,0.857742,15.62178,51.599892,91.602951,30.603251,116.755409,33.512573,27.274025,58.897503,70.420502,18.829754,19.038435,13.445131,99.906525,31.656782,111.237396,52.470444,40.650002,21.572361,208.016571,411.10379,73.323586,57.807194,90.371902,30.884624,8.999393,29.465,87.892937,127.114685,40.128204,62.687626,758.41803,90.403648,59.780899,115.98867,145.523285,7.424,108.442757
4/12/2017,78.282677,54.686127,6.764557,200.895172,44.464512,175.419952,74.650352,76.971306,26.197479,69.411781,87.357559,8.419123,217.355331,69.54377,53.702736,71.171143,449.690979,21.32984,223.955521,102.507919,69.563606,60.792408,13.108929,110.066628,66.68898,10.620945,11.87149,17.223761,80.86602,40.251308,52.801212,87.801003,44.054405,72.871063,84.753075,16.847275,105.579559,4.96513,55.203018,17.345287,106.397377,19.9811,34.180866,61.14674,1147.741943,3.457866,13.573791,37.433414,0.857742,15.708797,51.562634,92.647697,30.788164,117.253479,33.534992,27.077456,59.26524,69.834068,19.157187,19.250467,13.625002,101.124306,31.524841,111.042915,52.601192,40.805,21.873972,207.07309,417.248566,73.873505,58.41095,89.442902,31.028809,9.03267,29.4,87.981201,128.579712,40.545315,62.929111,768.296143,90.151604,59.504799,116.805832,146.746155,7.516,109.976669
4/13/2017,78.412292,55.155621,6.650202,200.654678,43.906879,174.552261,77.415184,77.052582,26.062393,68.832794,87.357559,7.741933,217.695847,68.822441,52.975796,70.908165,452.201538,21.03133,225.12236,102.555618,69.714638,60.820793,12.917224,110.550224,66.339714,10.441159,11.737753,17.238125,81.340546,39.219109,52.272045,88.011024,43.662247,71.70343,83.764748,16.695284,105.626732,4.845121,55.057079,17.258011,107.295044,19.91531,34.392574,60.864792,1162.331665,3.445242,13.510451,37.500149,0.850967,15.653838,51.590576,94.421806,30.184761,117.298935,33.297348,26.748201,59.752243,69.747551,19.119223,19.272552,13.458624,99.662971,31.420198,111.577713,52.437805,40.799999,21.907484,206.079926,418.388306,73.690201,58.918869,88.466011,30.822142,9.02126,29.17,88.010628,129.458725,39.701611,62.750233,768.346008,91.595978,59.2952,116.517418,145.382187,7.28,110.023148
4/18/2017,78.690025,54.207249,6.562236,198.730881,43.070431,173.636368,77.415184,75.201431,26.091341,68.390167,85.101624,7.320977,216.576981,67.564728,52.085293,70.839981,448.50946,20.615227,223.775848,101.840118,68.49688,60.4328,12.748342,109.437943,65.524788,10.248167,11.421239,16.907728,80.035614,38.777374,51.079014,87.046806,42.892094,71.749405,82.262901,16.495794,103.881226,4.853181,54.697105,16.904306,106.539116,19.078848,33.476723,59.793354,1149.735718,3.419995,13.154785,36.92337,0.846902,15.580563,50.62191,93.012375,29.493769,116.98172,33.360119,26.581118,59.84169,68.690033,18.934153,19.175371,13.32379,97.665817,31.238211,110.119186,52.094757,40.560001,21.486189,206.179245,410.905579,73.30526,57.184273,86.521805,30.389585,9.003195,28.940001,87.431992,128.335526,39.042763,62.294098,752.281677,89.414886,58.676201,115.219574,145.335144,7.2,108.907578
4/19/2017,78.400322,54.761246,6.518254,199.510208,42.832745,174.889709,71.102303,74.704781,25.531687,68.793449,85.197624,7.320977,216.479065,67.111588,53.012142,70.762062,446.195831,20.664976,224.673203,101.124611,68.175926,59.950172,12.807678,109.583031,65.971062,10.520033,11.416781,16.730558,80.174011,39.895222,51.415756,87.371391,43.265354,73.027359,85.198784,16.72378,105.107803,4.959756,54.317669,16.941057,105.49971,19.309111,33.78508,60.047119,1154.258545,3.435532,13.276589,37.400047,0.860453,15.62178,50.845451,93.919144,29.459705,115.985565,33.041767,26.546719,60.318756,69.02652,19.365984,19.184206,13.220406,97.90937,31.634033,110.410889,52.176399,40.400002,22.55858,207.76828,414.969055,72.865311,58.58345,87.010254,30.288654,9.03267,29.120001,88.442146,128.970398,39.464615,61.542805,742.154114,90.112831,57.142899,115.507988,145.194046,7.5,109.558327
4/20/2017,76.561638,54.057007,6.509457,202.04303,43.029293,175.227142,71.102303,75.237549,25.222914,71.085243,83.325676,7.714479,216.968613,66.066582,55.111183,71.745819,449.592499,21.067514,225.346466,102.030914,69.846809,60.290852,12.825937,110.74366,67.930786,10.77441,11.430156,17.108841,81.212029,41.013062,52.618408,87.886917,44.144176,74.434029,85.741386,17.374495,106.85331,5.106632,55.465702,17.161943,106.775345,19.642756,34.378761,61.710659,1173.906494,3.418053,13.374031,37.70512,0.86655,15.713377,50.845451,95.890373,29.303989,115.080315,32.893795,26.669575,61.461723,69.25724,19.294802,19.391817,13.085571,98.396477,32.189095,113.376572,56.276741,41.02,22.352718,210.996048,419.230743,72.709503,60.203049,87.268845,30.879816,9.228537,29.120001,88.147919,130.14241,40.692253,61.533863,737.664063,88.484291,58.2286,115.700256,144.39447,7.602,110.069626
4/21/2017,76.561638,54.310532,6.562236,201.555954,42.489941,174.311234,71.102303,74.370682,25.435198,70.396721,84.29525,8.09883,215.891602,63.847103,56.337894,71.813995,450.675476,21.252951,222.159821,100.886116,69.223763,58.814575,12.789423,111.227257,68.493484,10.901554,11.39895,16.912518,81.419632,41.725235,52.185455,88.631561,43.652794,73.974335,84.491455,17.11801,109.542328,5.188131,55.679745,17.493273,106.113907,19.567568,34.337345,61.090351,1165.249756,3.38698,13.300948,38.267597,0.865873,16.17136,51.506748,95.781952,28.685986,114.129616,32.64846,26.635174,61.590927,68.939995,19.304295,19.440407,13.175461,98.152924,32.029858,110.897072,56.636063,40.919998,22.39102,210.69809,415.960144,72.370377,60.404297,87.211372,30.644314,9.199062,28.889999,87.137772,131.998077,40.564278,61.024071,736.616455,87.534309,57.5238,115.123436,144.159286,7.56,110.348518
4/24/2017,77.812309,53.380943,6.606219,209.154495,43.719479,178.890762,71.102303,76.6101,25.763269,72.747543,84.29525,8.054523,222.108887,63.347721,60.572327,73.869164,454.416748,22.641472,229.88063,105.656143,74.104256,60.234074,13.433001,112.629684,71.986069,12.085555,11.969565,17.970747,83.060677,45.840511,51.319546,90.770027,46.582191,76.327972,88.08622,18.215195,111.712418,5.656522,57.732586,18.09831,109.657333,20.107977,35.897503,62.631706,1189.61499,3.55594,13.744314,39.821568,0.867228,16.742226,54.738728,98.16713,28.953625,118.067841,33.790215,28.060303,61.968601,74.23716,19.645964,19.473335,13.642962,101.026878,32.948895,114.88372,58.057274,42.055,22.88413,221.026947,426.267487,74.753387,63.154739,92.862015,31.600746,9.517583,29.639999,91.001846,139.030182,42.242207,63.501514,764.304993,89.027138,59.780899,120.41095,146.934296,8.018,112.812065
4/25/2017,77.37365,53.164978,6.632608,217.38623,43.719479,178.023071,71.102303,76.835854,25.637829,72.885246,91.360649,8.054523,246.733261,62.570904,60.835835,73.80098,433.938171,22.614332,232.663544,105.846939,74.768051,60.34763,13.364535,111.227257,71.714424,12.103133,11.795706,17.879766,83.683487,45.894604,51.165604,90.092209,46.837334,76.511864,88.561005,18.001459,111.335014,5.685181,57.917442,18.184744,108.42894,20.244257,36.058582,62.603512,1192.143921,3.584101,14.377693,39.592758,0.865195,16.785402,56.042694,97.881302,28.564331,118.56591,34.361092,28.615614,59.533592,74.977409,19.73138,19.473335,13.615977,102.488213,32.971645,114.446159,58.090012,43.115002,22.979879,224.403656,436.079254,75.559959,62.483898,92.708778,31.591135,9.481451,29.43,90.90377,139.323166,41.94833,64.85685,777.226379,88.804184,59.809502,121.612656,148.204224,7.949,112.393738
4/26/2017,75.954979,53.164978,6.676591,219.042328,43.737762,178.697952,71.102303,77.34153,25.62818,72.875404,92.311035,7.657469,245.215652,63.366215,59.790863,74.025002,426.012634,22.379145,255.33345,107.039452,74.27742,60.148903,13.442128,111.662491,71.258446,12.068068,11.675342,18.114399,78.790001,45.615143,50.838482,91.944267,47.073578,76.898003,89.869064,18.053703,112.089828,5.735334,58.043919,18.304792,108.381699,20.192564,35.777847,63.158028,1201.286865,3.601579,14.134087,39.473591,0.859775,16.737429,56.21035,98.462822,28.982822,118.611359,34.446014,28.738468,59.195671,74.592857,19.992376,19.595631,13.521529,103.55986,32.99894,115.71022,58.95578,43.709999,22.683056,225.893402,443.958435,75.559959,62.943909,93.379196,31.701675,9.555614,29.514999,91.207802,138.981354,41.839314,64.591469,798.229797,88.920509,59.857101,122.57402,149.474136,7.9,100.866173
4/27/2017,74.760292,53.62508,6.658998,220.065201,43.22583,179.13179,70.517281,77.630486,25.801865,73.770493,91.024658,7.279322,247.173843,61.803333,59.054832,74.755516,431.772186,22.08968,255.019501,105.894638,74.604507,60.470657,13.273247,110.985451,70.957695,11.905768,11.590641,17.798365,80.005959,44.875923,50.694164,91.934731,47.1539,75.90506,90.062851,17.915962,111.806763,5.694137,58.219044,18.323999,109.137634,20.239555,35.695007,62.857273,1203.183472,3.623913,13.953816,39.688099,0.860453,16.75182,56.517712,104.62291,27.294268,119.879272,34.427143,28.772869,60.497654,75.006248,20.058813,19.647371,13.723827,104.290527,32.912498,117.022903,59.641876,43.880001,22.663904,224.94989,450.251801,76.256523,62.92474,93.235527,31.571913,9.5984,30.305,92.580826,141.325363,41.716076,65.141182,788.251892,89.705696,60.171398,124.160263,152.824493,7.703,99.146332
4/28/2017,74.760292,53.484234,6.658998,220.649704,43.120701,179.475342,70.517281,78.208405,25.801865,73.013123,91.024658,7.279322,246.684296,61.701607,58.86401,74.044479,432.41217,22.171093,255.467697,105.513046,75.133621,60.735626,12.962869,111.082169,70.336792,11.971526,11.546062,17.444027,80.994545,45.263561,50.145756,92.144753,46.823162,78.709206,89.045464,18.272194,113.174866,5.720109,57.820152,18.410433,110.271523,20.324142,35.524723,62.283962,1220.351074,3.626826,14.470264,39.89307,0.861808,16.732632,56.25692,105.312836,26.861177,118.249626,34.00724,28.650013,61.193375,74.756302,20.182192,18.885372,13.562007,112.376572,33.048988,116.974289,59.968563,43.5,22.505917,221.374542,448.071442,75.101685,63.250572,93.101448,31.129738,9.588893,30.445,91.953156,144.548416,42.488686,64.61042,790.247437,89.783249,59.276199,123.679581,152.489471,7.715,95.939064
5/2/2017,75.133644,53.831654,6.658998,222.159668,42.823601,181.045807,70.772041,79.08432,25.994848,73.426231,89.661499,7.279322,248.103973,60.693584,59.763603,75.330177,437.3349,22.537445,255.872452,107.182549,75.085526,60.915432,13.072414,111.904282,70.142761,12.098761,11.751127,17.590902,81.587685,45.524994,51.136742,93.128059,47.834278,77.90934,90.789558,18.096451,112.891815,5.767575,58.987644,18.693745,110.74398,20.347637,35.952732,61.485088,1235.913696,3.686059,14.723614,39.659496,0.87197,16.890938,56.964787,106.101334,27.707886,119.20034,34.181805,28.654926,62.545055,75.871483,20.400482,19.304001,13.786823,114.86084,32.967964,118.724518,61.09573,44.525002,22.965517,225.744415,452.580872,76.540657,63.796829,93.666512,31.192221,9.807578,30.639999,92.92408,148.845779,43.085918,65.150658,802.719788,91.101593,60.581001,125.842644,150.862152,7.785,98.542068
5/3/2017,74.200302,53.991283,6.694185,224.88736,42.750469,181.143967,70.772041,79.442734,25.73432,72.708199,89.373505,7.279322,248.397705,60.342171,60.108902,74.96006,441.026947,22.76359,258.629639,107.754951,74.142746,60.745094,13.131751,112.291168,69.900223,12.234648,11.880407,17.546839,82.052322,46.33633,50.290073,93.223534,47.456291,76.989937,89.394287,17.763973,111.806763,5.75235,58.861168,18.833,110.082542,20.263052,35.856758,61.24073,1222.150513,3.693828,14.465392,38.634644,0.867905,16.818981,57.085869,105.460678,27.82954,120.965393,34.266727,28.581213,61.809578,74.765907,20.319809,19.341629,13.86322,111.889458,33.101418,117.411842,61.357132,44.5,22.860191,224.751266,454.166626,77.136414,62.991825,93.206802,30.798113,9.826594,30.504999,93.689041,149.38295,42.474464,65.615074,803.118958,90.859253,60.799999,125.794586,150.718552,7.624,98.820961
5/4/2017,74.200302,54.132133,6.878912,228.345657,43.006435,183.30336,70.772041,81.121429,25.686075,73.800003,87.357559,6.901176,250.160095,59.833534,60.308811,75.807449,446.58963,23.337992,263.897766,108.08886,76.31691,61.984787,13.32802,114.709152,70.637543,12.392575,12.357407,17.918924,82.64547,46.624805,50.280453,93.595856,48.221714,77.477219,90.925209,17.963459,112.93898,5.807877,58.900085,19.173933,111.641647,20.192564,36.566978,61.297119,1242.527588,3.748206,14.416669,40.040836,0.860453,17.850378,57.616772,106.298454,27.561903,120.739075,34.172371,28.846582,62.813404,76.409859,20.500135,19.703815,14.816184,114.032753,33.80682,120.620613,61.977859,45.099998,23.291065,226.340317,457.883209,76.971436,63.538078,94.097496,30.855783,9.859873,30.940001,94.895348,149.920135,43.607307,65.671944,803.218689,92.061272,61.8857,127.380836,151.197189,8.03,99.006882
5/5/2017,73.304298,53.953724,6.826133,231.950089,43.879452,185.070145,70.772041,81.384567,25.859758,74.636063,87.645561,6.995712,248.20192,60.388416,61.680904,76.099655,442.011536,23.678968,266.486847,109.853767,76.480453,63.160362,13.693171,115.386192,72.277115,12.699505,12.330659,18.35466,82.447762,46.769043,50.799999,94.283211,49.40292,78.562103,93.231285,18.504929,113.929688,5.889375,60.067577,19.308386,112.019615,20.427525,36.989277,61.362911,1254.394287,3.846281,14.665149,40.078972,0.867228,18.018282,58.399155,106.397011,28.272362,122.006989,34.889503,29.298693,63.161263,75.756119,20.580805,19.84963,14.829675,113.7892,34.245312,123.245972,62.075874,45.720001,23.271915,228.276978,463.681091,77.365555,64.323921,95.514946,29.577337,9.902658,31.195,94.120567,152.410675,44.735409,66.5439,823.174438,94.029099,61.828602,128.005722,149.904907,8.38,98.170212
5/8/2017,73.304298,54.460773,6.870117,227.615021,43.705765,184.432129,70.772041,81.103271,26.120287,74.173775,87.645561,6.986259,247.320724,61.100498,60.735882,75.875633,436.744202,23.342728,263.398346,108.279655,75.989822,63.344952,13.734251,115.096031,70.641258,12.61617,12.317285,18.310596,82.497185,45.588097,50.369999,94.350044,48.155563,78.249512,93.444458,18.409931,114.354263,5.789069,59.337894,19.130716,112.019615,20.516809,36.624565,61.127949,1255.269653,3.820063,14.655403,40.112339,0.867228,17.874365,58.54818,105.263557,28.150707,122.64048,35.073505,29.377319,63.330223,76.390625,20.590296,19.807297,14.654364,113.691772,33.897377,122.808418,61.667542,44.900002,23.257553,227.383133,460.21228,77.906311,63.902252,93.963409,28.803539,10.026264,31.43,93.65963,150.408478,43.939098,67.643333,828.163391,91.789856,62.104801,127.957672,152.202301,8.465,98.820961
5/9/2017,73.304298,54.60162,6.958082,227.615021,43.719479,186.002609,70.772041,81.647713,26.236078,74.262299,87.31916,6.986259,248.691452,61.35944,60.572327,75.690575,440.436249,23.214861,262.717102,109.13826,75.999435,64.248489,13.738815,116.256668,71.000351,12.489026,12.482229,18.628828,82.596046,44.695629,51.84,94.015915,48.221714,78.166763,93.047188,18.381437,114.071213,5.772053,59.668686,19.423632,112.870033,20.587299,36.912495,61.898624,1273.70166,3.833657,14.762592,39.945503,0.867228,17.922337,58.892799,105.953484,28.126379,123.500267,35.427353,29.917887,64.105453,75.852257,20.623514,19.708519,14.65883,113.448212,33.959339,122.030533,61.634808,45.279999,23.367664,228.425949,458.775177,78.566223,62.828899,93.484543,28.923695,9.912168,31.674999,95.179756,149.871292,43.36557,67.965576,833.152283,92.458717,62.1619,129.255508,152.250168,8.554,100.308388
5/10/2017,73.696297,54.235416,7.019658,226.348618,44.030289,185.462753,70.772041,82.291962,26.168535,74.006554,88.317535,7.648015,248.006088,61.979042,60.681362,75.47628,437.679474,23.176973,263.897766,108.661263,75.345261,64.34565,13.611012,116.401741,70.401863,12.550412,12.504519,18.359556,82.912392,44.830849,51.470001,94.149559,48.108318,78.837921,92.43676,18.557175,115.344955,5.8437,59.367081,19.476454,113.38974,20.704781,36.768532,62.396744,1268.157471,3.877354,15.001328,40.65575,0.868583,18.229357,58.119732,106.002769,28.900095,122.549591,35.120686,30.217655,64.711723,75.679214,20.405226,19.614445,14.942084,113.594345,34.002232,122.176384,60.997715,46.125,22.740505,228.922516,459.865387,78.107948,63.375156,94.61467,28.548811,9.931183,32,95.33667,147.966782,44.067078,67.813934,806.511353,92.032196,62.209499,129.255508,153.159546,8.962,99.936531
5/11/2017,73.742973,57.324657,7.063641,227.274078,43.778896,185.659058,71.266151,82.936226,26.168535,72.786888,87.751152,7.648015,247.761307,61.544403,60.345158,73.849678,437.03952,22.992279,267.304932,108.136559,74.825775,64.831429,13.542546,116.546814,70.381912,12.436384,12.321743,18.007051,82.24015,44.443211,51.549999,93.739052,47.635834,81.00769,92.504585,18.367186,114.637321,5.781904,59.980019,19.197943,112.586571,20.681282,36.590977,61.908024,1271.610352,3.833657,14.674893,39.983635,0.867228,18.085442,58.231499,106.298454,28.418346,122.595024,35.243351,29.34292,64.811104,74.967796,20.258118,19.224037,14.906074,111.938171,33.649532,122.759796,60.278973,46.404999,22.802744,228.22731,457.040771,78.15377,62.340153,93.714394,27.94323,9.783808,31.379999,94.758041,148.064453,43.498287,68.249916,809.704346,91.692909,61.9048,129.351639,151.723679,9.017,100.680244
