date, SBER, ROSN, LKOH, GAZP, NVTK, GMKN, TATN, SIBN, SNGS, NLMK, CHMF, PLZL, ALRS, YNDX, MAGN, MTSS, VTBR, RUAL, MGNT, IRAO, MFON, UNAC, POLY, BANE, PHOR, URKA, PIKK, HYDR, FEES, MOEX, RTKM, RSTI, VSMO, AKRN, KZOS, UPRO, MGTS, CBOM, NMTP, NKNC, AGRO, AFLT, LNTA, RASP, ROSB, AFKS, MSNG, RGSS, MVID, IRGZ, TRCN, LSRG, QIWI, CHEP, UWGN, SFIN, LSNG, ALNU, IRKT, TRMK, GCHE, MRKK, MTLR, MFGS, AVAN, APTK, PRTK, KMAZ, ENRU, OGKB, TGKA, MSRS, UCSS, MRKP, OPIN, UTAR, DVEC, KAZT
3/31/2017,144.901581,294.276794,2537.472168,105.759331,678.125488,7315.618164,282.594696,170.605652,27.504414,89.088936,582.289856,3848.498779,65.72541,1245.5,30.821419,209.586792,0.056083,29.875711,8440.875977,3.728861,602.654724,0.77,697.838379,3129.905518,2164.534424,163.100006,278.095093,0.797662,0.150646,97.311569,61.743145,0.91879,10203.28809,2695.424805,51.234043,2.24334,637.309326,4.38731,4.299232,53.599998,695.21814,140.776031,381.5,69.580002,61.5,19.373962,2.084681,0.412,375.399994,18.209999,3154.096436,698.745911,954.64093,115.906601,797.08197,718.707703,4.753543,149856.625,9.219395,69.480759,741.740784,18.85,151.619995,590,415.488892,8.5,97.705925,55.912239,0.774371,0.42321,0.013749,0.88254,1049.204102,0.13323,400,9.99,0.53,82.975082
4/3/2017,146.715134,298.734192,2576.202148,105.188766,674.854675,7352.487793,285.31781,174.165176,27.252249,88.702995,603.21167,3838.989258,66.368156,1242,31.204212,210.317184,0.056599,29.186043,8488.275391,3.809711,604.163696,0.74,708.828003,3169.419922,2174.597656,162.199997,269.750397,0.812711,0.154641,100.008118,61.775242,0.936485,10459.28418,2692.16626,51.322529,2.239984,637.309326,4.39931,4.448462,54.900002,701.202759,141.027435,383,70.129997,60.799999,20.045036,2.102039,0.416,373.299988,19.24,3131.174072,701.007141,950.642517,109.726059,797.578979,723.98175,4.729846,149856.625,9.448338,70.095215,738.241943,18.450001,156.119995,582,401.802216,8.42,97.801064,56.347168,0.775878,0.425838,0.013722,0.880769,1049.204102,0.132899,406,9.99,0.53,82.975082
4/4/2017,148.256638,301.736115,2596.205811,106.511795,695.538086,7373.790039,286.415192,173.662659,27.583796,88.687241,594.584106,3834.660889,66.440369,1239,30.817211,214.584274,0.056802,29.495893,8440.875977,3.824115,602.371826,0.71,715.321838,3155.090576,2167.279053,160.899994,266.843781,0.808949,0.158804,99.781227,61.638836,0.965912,10532.42578,2676.689697,52.915295,2.261796,648.542725,4.40431,4.462674,56.799999,698.210388,141.36261,383,72.459999,60.200001,19.957884,2.081644,0.419,372.299988,19.35,3172.434082,701.384033,957.639832,111.758011,795.591003,710.077454,4.815155,148518.625,9.377894,70.000687,734.743225,18.5,157.259995,583,439.929443,8.38,101.130867,56.685444,0.779644,0.434565,0.013537,0.881655,1049.204102,0.132899,402,9.8,0.53,82.975082
4/5/2017,152.42778,307.648926,2602.164551,108.066353,705.446838,7526.181152,300.640442,174.248947,27.737896,88.498207,618.309937,3826.881836,66.541473,1298,31.296761,214.468948,0.056633,29.915693,8631.370117,3.868722,600.014038,0.6805,712.324585,3200.250244,2193.809326,160.100006,264.124725,0.829299,0.158931,101.360771,62.746124,0.968356,10561.68359,2674.245605,55.038986,2.281092,659.027283,4.4343,4.448462,59.599998,705.192444,146.599823,387,74,60,19.827156,2.079474,0.418,373.5,19.9,3126.5896,709.298645,961.638306,113.451317,796.088013,718.228271,4.815155,148518.625,9.492366,70.898735,732.993774,19.15,163,594,439.929443,8.35,102.84333,57.217022,0.781904,0.436254,0.013084,0.879884,1039.622314,0.133064,397,9.8,0.524,80.940025
4/6/2017,151.874634,307.421539,2602.590088,107.909241,708.525269,7482.757813,300.315277,176.426529,28.018076,87.277382,606.087585,3813.044189,66.115387,1289,31.044367,218.77446,0.055998,29.765764,8704.289063,3.887773,603.786499,0.7105,725.312378,3195.907715,2204.787598,160.800003,265.343597,0.831094,0.155945,100.348465,62.40913,0.971778,10525.11133,2696.239258,55.746883,2.273541,637.309326,4.4283,4.455568,59.799999,708.184875,148.736588,399,76.379997,61.700001,19.888163,2.083813,0.419,374,21.1,3222.863037,706.6604,969.635376,113.451317,794.099976,723.98175,4.843591,148518.625,9.272227,71.844055,733.868469,18.85,168.860001,600,439.929443,8.34,102.177376,57.361992,0.775878,0.431374,0.013075,0.883425,1049.204102,0.13323,397,9.55,0.534,80.940025
4/7/2017,146.434021,305.602203,2545.984375,106.437378,708.717651,7394.272461,290.764038,173.620789,27.700537,87.308884,603.930603,3813.044189,63.963303,1260,29.996937,216.237274,0.055524,29.385946,8594.911133,3.816681,596.713074,0.699,744.294373,3117.74707,2218.510498,161,260.468018,0.805101,0.149678,97.521019,61.959793,0.927784,10415.39941,2715.789063,55.835369,2.221527,637.309326,4.37031,4.459121,59.099998,711.177246,144.044052,387,75.699997,60.799999,19.478546,1.96578,0.405,375,20.32,3154.096436,700.253357,946.643982,113.027992,794.099976,724.461182,4.796197,146288.6094,9.369089,71.607719,750.48761,18.4,166.410004,600,439.929443,8.17,101.796829,57.023716,0.767592,0.4127,0.012548,0.85864,1049.204102,0.132899,397,9.57,0.527,78.534943
4/10/2017,140.730453,297.642609,2516.191406,104.320541,685.629211,7337.740234,279.058685,171.15007,26.617172,84.434029,585.956482,3801.796875,62.013424,1249.5,29.706682,210.278748,0.054796,28.386423,8531.113281,3.62896,579.26532,0.7035,742.296265,3053.481445,2168.193848,159.699997,261.59317,0.752431,0.143917,93.855789,61.24567,0.881932,10239.8584,2663.65625,55.481422,2.199714,637.309326,4.33832,4.434249,57.099998,706.190002,137.04715,384.5,70.5,62,18.72032,1.907631,0.422,375.399994,20.219999,3154.096436,696.484497,974.633423,113.027992,801,725.899597,4.720368,144058.6094,8.981646,69.008095,762.733398,18.200001,157.990005,583,439.929443,7.87,102.84333,56.202194,0.74424,0.391493,0.011827,0.839165,1049.204102,0.126779,397,9.67,0.526,78.442444
4/11/2017,141.455872,300.644501,2526.40625,104.188232,683.12793,7344.294434,278.123932,169.684387,26.369678,85.06414,583.799622,3808.716064,65.061005,1250.5,30.956024,211.893326,0.05494,28.556343,8444.520508,3.802741,577.662048,0.698,766.77301,3078.666504,2194.724609,160.300003,266.281219,0.750721,0.146524,93.855789,60.90065,0.880857,10174.03027,2677.50415,56.54327,2.216493,636.560425,4.35732,4.498205,56.799999,714.755127,139.393433,387.5,73.449997,60,18.868479,1.921517,0.405,373.200012,20.76,3163.265137,684.801025,975.633057,113.027992,800.5,726.379028,4.758283,145396.6094,9.025673,69.906143,768.856323,17.75,159.660004,583,439.929443,7.77,102.84333,55.573963,0.757799,0.392431,0.011938,0.842706,1049.204102,0.128268,396,9.64,0.537,79.182465
4/12/2017,136.26915,295.73233,2510.658936,103.402687,676.009155,7311.522461,272.27124,168.051163,25.515127,83.528259,574.453064,3806.986328,64.779358,1284,30.068447,211.432007,0.054263,27.956629,8294.138672,3.77765,569.079651,0.7,757.281982,2842.881592,2137.088623,160,266.281219,0.7302,0.146061,91.543221,60.884594,0.870103,10203.28809,2675.060303,56.54327,2.16364,636.560425,4.34332,4.476886,58.099998,683.364319,137.591827,382,72.650002,60,18.729034,1.901556,0.405,373.600006,20.08,3140.343262,679.90155,961.638306,120.478523,800.5,706.721252,4.791458,143612.5938,8.946424,69.669815,773.229736,16.950001,155.740005,575,439.929443,7.5,101.89196,54.220856,0.75328,0.374414,0.012382,0.833854,1049.204102,0.128185,390,9.1,0.529,78.34993
4/13/2017,137.828796,292.82135,2477.035889,102.980972,673.31543,7189.445313,268.247528,167.423019,25.557154,83.095062,572.224365,3805.256592,64.165512,1289,30.552195,211.047592,0.054178,28.046585,8348.823242,3.759064,559.931335,0.72,768.271606,2882.39624,2126.110352,161.100006,261.968201,0.741829,0.147113,92.415894,59.56068,0.892589,10013.11914,2659.583496,56.631756,2.141827,622.331421,4.34332,4.416484,56.400002,677.369934,139.351532,379,72.050003,60,18.519871,1.845142,0.415,372.799988,20.219999,3053.238525,676.886475,954.64093,124.457787,800,720.625549,4.976292,142720.5938,8.814341,69.575294,806.468079,16.65,159.929993,552,439.929443,7.37,101.987099,54.317509,0.752526,0.381828,0.012262,0.84005,1049.204102,0.126531,380,9.2,0.528,77.702423
4/14/2017,135.326126,287.226929,2438.305176,101.583527,658.981384,7136.19043,264.183136,168.763092,25.015472,82.079018,561.799255,3804.39624,63.334999,1268.5,30.034792,208.202866,0.054254,27.526836,8189.321289,3.671708,558.422302,0.7195,797.743652,2800.761719,2095.920654,160.050003,261.59317,0.724642,0.148332,91.06324,58.573746,0.862282,10561.68359,2690.537598,56.366295,2.105752,655.282715,4.33032,4.640328,56.299999,655.39032,135.538834,378.5,69.940002,60.900002,18.092823,1.909367,0.414,379.5,20.559999,2998.225342,677.640259,941.645813,118.531227,799,721.584473,4.838851,142720.5938,8.990452,69.008095,808.217468,16.9,155.339996,600,439.929443,7.25,101.606552,53.88258,0.752526,0.365969,0.012114,0.839165,1053.994995,0.125621,398,8.98,0.522,78.34993
4/17/2017,139.63327,294.049408,2451.499512,102.286385,653.20929,7243.519531,267.434692,172.280716,25.412394,83.016296,570.714478,3805.256592,64.851578,1367.5,30.581646,209.317688,0.054347,27.776716,8326.039063,3.703305,564.364014,0.732,799.242188,2865.895508,2120.621582,159.5,262.061981,0.737895,0.151949,93.96051,60.170486,0.894446,10605.56836,2682.391602,58.578468,2.145183,655.282715,4.35732,4.636775,56,663.382996,137.256638,381.5,72.400002,59.400002,18.615738,1.92846,0.418,379.100006,20.65,3039.485352,677.263306,937.6474,119.377884,797,725.420105,4.99051,148072.6094,9.289839,69.338959,805.593445,17.299999,157.729996,590,399.846954,7.37,102.082237,55.235687,0.758553,0.379106,0.012095,0.849788,1058.785889,0.127854,398,8.8,0.522,78.34993
4/18/2017,139.098267,289.637482,2407.661865,101.062592,658.404175,7010.016113,262.760681,172.783249,25.18358,80.039063,558.995361,3796.608154,63.551655,1336.5,29.243959,206.895828,0.054178,26.897137,8305.986328,3.624314,560.497192,0.735,766.273499,2853.737061,2084.942627,157.600006,261.59317,0.741401,0.146482,92.066818,59.616844,0.865215,11044.41992,2660.398193,57.162678,2.162801,638.058167,4.33932,4.938787,55.400002,670.376404,136.628174,381,70.07,58.900002,18.441431,1.837331,0.418,378.600006,20.209999,3025.731934,657.665283,941.645813,119.208549,795.5,723.022827,4.862548,147180.6094,9.30745,67.77919,874.694275,16.65,153.190002,578,399.846954,7.3,102.55793,55.09071,0.745747,0.370661,0.011948,0.841821,1058.785889,0.124794,389,9,0.516,79.089966
4/19/2017,139.279633,286.590149,2433.623779,100.508575,653.016846,7007.558105,265.524384,170.438156,24.786659,79.31443,550.295898,3805.256592,63.782753,1331.5,28.793856,206.126984,0.054178,26.487331,8202.995117,3.639182,550.405762,0.7155,757.281982,2951.438232,2082.197754,155.850006,265.062347,0.739948,0.148038,92.939491,58.782368,0.857589,11410.12695,2647.36499,59.197884,2.212299,638.058167,4.38531,4.970765,55,687.360596,135.790237,377,67.940002,57.099998,18.319418,1.822577,0.415,378.600006,20,2979.887451,629.398926,958.639465,119.208549,796,728.776306,4.890984,148964.625,9.245811,67.92099,970.910645,16.9,148.220001,570,396.914093,7.2,97.991341,55.09071,0.742734,0.365031,0.011744,0.839165,1053.994995,0.124546,395,8.9,0.514,79.089966
4/20/2017,143.459824,288.000153,2432.772461,100.872398,659.077576,7062.452148,263.736115,168.218689,24.739962,79.960297,553.459229,3803.526855,64.454376,1328,28.646629,204.435516,0.054517,26.607275,8303.25293,3.603869,543.238098,0.706,752.286743,2799.893311,2068.475098,150.800003,265.906189,0.743881,0.14623,95.2957,58.421288,0.844782,11373.55664,2662.841553,61.852562,2.177902,606.604614,4.38531,4.938787,53.5,677.369934,137.005264,365,67.5,57.299999,18.458864,1.852954,0.413,378.5,19.809999,2989.056396,650.881348,993.626282,119.208549,795,727.337952,4.800937,148964.625,9.245811,67.590126,1093.367798,16.75,148.75,580,396.914093,7.2,94.566399,55.863914,0.745747,0.358368,0.011014,0.835625,1063.57666,0.12405,399,8.97,0.521,79.089966
4/21/2017,144.711166,288.727844,2425.962891,101.707558,657.730774,6995.268555,265.686981,167.883667,24.912737,79.826393,556.478882,3805.256592,67.306969,1310,28.734966,204.935272,0.055025,27.346922,8266.791992,3.688901,550.217224,0.7085,739.299072,2792.945557,2109.643555,151.800003,267.968903,0.746018,0.146356,97.215576,58.750271,0.840871,11198.0166,2666.914795,56.107742,2.156928,617.838074,4.35832,4.960106,54.799999,672.374512,140.231384,349.5,67.360001,57.099998,18.262772,1.829087,0.403,378,19.25,2943.211914,646.358765,990.627441,120.224525,794,729.255798,4.905202,147180.6094,9.201784,68.58271,1127.480957,16.65,148.740005,555,386.160278,7.27,95.137222,54.994061,0.732188,0.351987,0.011181,0.84005,1049.204102,0.123967,394,8.89,0.527,76.407379
4/24/2017,147.349854,291.365906,2484.696777,105.842018,663.406616,7115.70752,269.548126,167.004257,25.34235,81.299263,563.237244,3809.584961,67.227539,1317,29.420635,210.932266,0.055152,27.68676,8210.282227,3.694941,562.949341,0.7,722.315247,2900.633545,2119.706543,150.100006,269.469086,0.775517,0.15994,98.053345,59.721153,0.913119,11592.98242,2667.729248,55.437515,2.173707,647.793823,4.40131,4.963659,55.400002,676.37085,144.002167,351.5,69.75,56.299999,18.855406,1.902423,0.415,377.600006,19.959999,3076.160645,640.705383,995.625549,119.377884,794,727.817444,5.009467,146734.6094,8.981646,70.426079,1102.114868,17.15,152.139999,555,386.160278,7.31,96.754547,54.172531,0.74424,0.374508,0.011698,0.868377,1063.57666,0.12835,391,8.88,0.531,77.1474
4/25/2017,147.395203,291.229431,2517.042969,107.661179,670.33313,7269.737305,272.393158,167.50679,25.813984,83.33136,571.577209,3809.584961,68.75856,1338,29.164034,213.200333,0.055973,28.496372,8043.492676,3.714457,566.438843,0.698,724.313293,2985.742188,2173.682617,149.550003,269.094055,0.773037,0.161917,100.025581,60.579697,0.916052,11527.1543,2708.458252,55.53326,2.177063,646.296082,4.42431,5.002743,55.400002,679.368042,147.856735,340.5,69.919998,57.900002,19.169155,1.983138,0.414,375.700012,19.469999,3044.069824,647.48938,999.624023,119.88588,793.5,727.817444,4.933638,151640.625,8.928813,70.662399,1040.011475,16.950001,150.5,548,386.160278,7.31,95.708046,55.235687,0.744994,0.376479,0.011791,0.877229,1063.57666,0.128102,399,8.88,0.531,77.517418
4/26/2017,149.662125,296.596466,2528.108887,110.332024,682.55072,7283.665527,276.213684,167.632416,26.673208,84.693954,564.67511,3803.526855,69.069099,1404,29.319675,213.431015,0.057928,29.465908,8041.666016,3.745589,571.531738,0.6985,748.7901,2865.895508,2226.743652,148.199997,267.593872,0.779792,0.160613,100.357185,61.743145,0.903245,12483.76465,2681.576904,56.49073,2.156928,639.555969,4.4403,5.066699,55.200001,699.349487,150.789581,352,72.800003,56.200001,19.365248,2.061248,0.415,378.799988,19.540001,3103.66748,650.127563,1022.615356,119.631882,740,729.735229,4.933638,151640.625,9.052089,70.520599,1004.149048,17.6,151.490005,570,386.160278,7.58,95.612907,55.235687,0.742734,0.381171,0.011633,0.873688,1063.57666,0.127854,399,8.92,0.541,76.592384
4/27/2017,149.335678,289.592072,2455.755371,110.315491,670.621704,7168.962402,293.6091,165.747955,26.271616,85.363441,559.354797,3805.256592,69.870712,1520,28.692904,210.970703,0.056472,29.295988,8043.492676,3.728861,562.194824,0.6995,748.290588,2865.895508,2216.681152,149.600006,269.750397,0.770216,0.159688,101.0466,59.729176,0.889558,12467.82129,2663.65625,57.160961,2.127565,621.58252,4.4273,5.048933,54.5,698.350403,147.353973,361,72.389999,57.5,18.916412,2.039551,0.419,377.100006,19.5,3030.316406,648.243225,1046.606445,115.991272,727,737.406616,4.881505,151640.625,9.034478,70.993263,885.219666,17.65,167.100006,570,386.160278,7.26,95.612907,55.09071,0.766839,0.370849,0.011384,0.874573,1063.57666,0.128102,400,9.06,0.538,74.187302
4/28/2017,149.798126,288.591431,2398.724121,113.077309,675.772156,7166.504395,306.452454,167.799927,26.066149,84.867233,557.916809,3809.584961,70.852875,1534.5,28.524635,210.547852,0.056472,29.37595,7998.827637,3.76371,564.741272,0.712,753.285767,2755.602051,2209.361572,149.899994,270.219177,0.765257,0.165197,100.400826,59.777309,0.938538,12483.76465,2728.82251,58.884403,2.114142,620.833618,4.41331,5.070251,53.099998,698.350403,147.270172,364.5,72.989998,56.900002,18.607021,2.028268,0.417,381.799988,18.82,3062.407471,655.780884,1089.59021,121.663834,723,736.927124,4.905202,151640.625,9.395506,69.480759,898.498047,17.6,177.770004,570,386.160278,7.24,96.469147,55.428986,0.75102,0.378168,0.011596,0.888736,1063.57666,0.127854,398,9.43,0.536,77.1474
5/2/2017,151.103882,287.454346,2437.879639,112.887131,676.063782,7217.30127,301.859772,169.181854,26.248266,85.851768,560.073792,3803.526855,70.867317,1549,30.160984,212.200836,0.057031,28.496372,8039.839355,3.860358,575.304199,0.72,739.299072,2767.760498,2194.724609,148,270.031647,0.767138,0.164398,102.364342,60.186539,0.938343,12667.11621,2701.127197,60.703598,2.16364,638.807068,4.42031,5.109336,53.5,696.352295,150.831467,370,73.690002,57,19.426254,2.117661,0.419,382.200012,18.299999,3048.654297,663.318604,1107.583496,129.537689,721,734.529785,5.023685,147626.625,9.245811,69.953415,885.219666,17,170.050003,567,386.160278,6.85,98.942711,55.477314,0.75328,0.39459,0.01204,0.88431,1063.57666,0.139598,399,9.43,0.535,76.037354
5/3/2017,149.353821,283.497284,2357.865723,112.300034,667.998047,7118.165039,293.446533,168.218689,26.621841,83.953583,558.635925,3800.936768,68.94632,1528,29.950663,190.135056,0.057141,28.026596,7915.887207,3.783226,568.796631,0.722,729.808044,2713.047852,2193.809326,146,266.65625,0.751576,0.164019,103.149734,59.616844,0.91615,12483.76465,2699.497803,61.565323,2.135115,623.829224,4.41831,5.024062,53,681.366211,151.878906,365.5,71.919998,56,12.253618,2.066022,0.419,382.5,18.4,3007.394287,665.203064,1108.583008,130.215027,722,734.050354,4.890984,144950.6094,9.254617,70.615135,955.152039,17.6,174.199997,578,386.160278,6.8,98.847572,55.09071,0.749513,0.383517,0.012197,0.866606,1063.57666,0.145552,400,9,0.54,75.019836
5/4/2017,150.070175,281.996338,2366.37793,111.572357,673.439941,7128.815918,299.339844,167.297409,26.724573,84.678215,561.22406,3800.936768,68.390244,1581,30.274569,189.519958,0.056802,27.926645,8058.07373,3.76371,565.872986,0.7285,727.949158,2722.60083,2223.999268,147.899994,270.219177,0.746788,0.161454,100.130302,60.178509,0.901388,12507.67969,2688.093506,64.15049,2.13931,650.789368,4.42231,5.073804,53,693.355042,153.471024,370.5,70.699997,56.799999,12.628371,2.075135,0.417,382.399994,18.620001,3002.809814,670.856262,1158.564331,126.151093,724.5,735.009277,4.867287,146288.6094,9.501172,71.957489,981.708679,17.200001,168.149994,552,389.093109,6.86,98.467026,55.187359,0.752526,0.382203,0.012197,0.875458,1063.57666,0.146379,395,9,0.539,75.944862
5/5/2017,150.342194,284.225067,2393.191162,111.142387,676.355225,7181.251465,299.380493,166.878647,26.579813,84.268631,557.413574,3804.39624,67.458641,1570,30.118925,196.82399,0.05663,27.926645,8111.849609,3.698658,563.326538,0.7395,743.4375,2726.074707,2234.978271,156.949997,279.313995,0.761837,0.161118,101.491669,60.306892,0.895326,12523.62305,2700.312256,63.19302,2.101558,637.309326,4.41431,5.04538,53,697.351318,157.199921,373,70.699997,56,12.63273,2.069927,0.419,383,19.33,3044.069824,676.886475,1121.578247,126.468857,728,736.447632,4.867287,141828.5938,9.554006,71.68335,980.823486,17.15,164.149994,588,420.377014,6.99,98.942711,55.139034,0.754033,0.377887,0.01204,0.871032,1063.57666,0.146793,409,9.03,0.537,76.787643
5/10/2017,154.876053,286.590149,2482.994385,110.960472,672.468201,7093.585938,303.607422,166.585495,27.270927,85.62336,560.505127,3877.903076,68.216927,1590,29.605724,196.82399,0.057638,27.93664,8330.589844,3.825045,569.17395,0.7415,746.934814,2796.419434,2267.912354,151,269.937897,0.767138,0.162505,101.866913,60.355034,0.903441,12730.88867,2728.82251,62.905777,2.181257,651.538269,4.42131,5.123548,50.900002,694.354065,159.043411,370,71.330002,55,13.726492,2.082511,0.421,384.5,18.93,3057.822754,674.625122,1143.569824,127.830688,728,741.72168,4.91468,141828.5938,9.686088,71.61718,1009.150574,16.950001,164.600006,593,420.377014,6.99,101.511414,55.09071,0.75328,0.366438,0.012049,0.871917,1063.57666,0.146875,416,9.21,0.523,75.663933
5/11/2017,154.123428,284.134064,2417.450684,108.40538,663.625061,6964.134766,302.672607,164.994186,26.803961,83.008415,550.655334,3864.06543,68.224152,1562.5,28.495197,194.59433,0.056768,27.346922,8212.106445,3.77765,565.872986,0.7435,754.928772,2826.815186,2190.149902,149,268.156433,0.788001,0.161118,100.749893,60.186539,0.890731,12786.69238,2688.093506,63.19302,2.1477,666.516174,4.41631,5.105783,50.700001,692.355957,157.116119,364,69.599998,55.099998,11.992161,2.056909,0.421,384.600006,18.9,3025.731934,675.002075,1130.574829,122.383362,730,734.050354,4.772501,135584.5625,9.703699,71.844055,1062.26355,16.6,159.649994,593,420.377014,6.91,100.845451,53.785931,0.752526,0.355553,0.01229,0.865721,1063.57666,0.144312,430,9.18,0.525,75.944862
5/12/2017,152.065063,279.722198,2431.070313,109.563019,657.891479,6886.299805,305.233154,164.61731,26.617172,81.756088,538.145325,3873.582764,67.227539,1592,28.777035,192.902878,0.056578,27.636782,8189.321289,3.810176,563.798096,0.75,757.42688,2722.60083,2181.001953,148.550003,277.063721,0.756535,0.164019,100.662628,60.16246,0.88379,12738.86231,2685.649902,63.00153,2.136793,668.013977,4.42131,5.13776,51.400002,682.365295,154.308975,362,69.849998,53.700001,11.617405,2.08121,0.412,385.399994,19.299999,3034.900879,670.856262,1128.575562,127.558319,727,735.968201,4.805676,134246.5625,9.950254,71.144516,1041.018311,16.6,161.300003,593,358.786865,6.95,99.608665,53.979233,0.75328,0.352081,0.011744,0.870147,1063.57666,0.147537,440,9.01,0.522,75.28936
5/15/2017,155.374771,285.771423,2448.094482,108.73613,664.69397,6988.713867,314.174744,164.491653,26.355669,82.937538,529.517761,3857.146484,66.440369,1619,27.902071,189.519958,0.05738,27.546825,8367.048828,3.739548,567.09906,0.685,748.93335,2778.181641,2163.619385,142.800003,277.063721,0.750464,0.159898,101.812584,60.258747,0.864433,12587.39844,2653.881348,65.012215,2.122531,933.871582,4.4273,5.251459,51.599998,672.374512,152.423584,360,68.599998,54.099998,11.386451,2.063852,0.416,384.5,19.200001,3025.731934,663.318604,1101.585693,121.657043,729.5,736.447632,4.834112,131124.5469,9.686088,70.794746,1035.707031,16.6,158.5,578,358.786865,6.88,97.039963,54.414162,0.759306,0.349641,0.011532,0.863951,1063.57666,0.132072,450,8.99,0.53,78.941452
5/16/2017,154.7491,284.634369,2460.437256,108.430191,658.960449,6883.842285,312.142578,161.392776,26.220249,86.867813,534.19104,3848.498779,64.634918,1611,27.3426,185.637314,0.057724,27.486855,8419.916016,3.680072,565.21283,0.6795,754.429199,2713.047852,2187.405273,143.800003,275.657318,0.739435,0.154683,98.484268,59.416248,0.864139,12340.27246,2669.358643,63.959,2.09988,990.787537,4.4303,5.2408,52.200001,674.372742,154.518463,359.5,70.099998,54.299999,11.216504,2.056909,0.41,384.299988,18.9,3025.731934,664.449219,1110.582275,121.657043,727,737.406616,4.701411,132462.5469,9.712504,70.908195,1028.625366,16.4,155.600006,577,378.339294,6.67,95.137222,53.157703,0.765332,0.345231,0.011365,0.863066,1063.57666,0.130004,437,8.89,0.518,75.757576
5/17/2017,153.461487,283.406311,2442.987061,109.207466,665.860046,6859.262695,319.864868,161.476547,26.383688,87.127731,535.772766,3858.016113,65.349876,1608,26.728439,187.367203,0.05738,27.916649,8604.023438,3.60201,568.419434,0.66,774.414063,2631.41333,2173.682617,142.300003,272.750732,0.728405,0.160571,100.082985,59.311932,0.887505,12483.76465,2647.36499,62.139805,2.149378,1013.254333,4.4443,5.18395,52,678.369019,155.859192,365,69.699997,54.299999,11.40824,2.048664,0.42,385.100006,18.950001,3030.316406,681.032227,1219.541382,125.379395,729,735.009277,4.810415,130678.5469,9.853394,70.208649,1024.199219,16.6,153.949997,591,397.891724,6.72,96.088593,53.399326,0.763072,0.342228,0.011467,0.871917,1063.57666,0.129012,455,8.94,0.513,75.851219
5/18/2017,150.976944,277.447998,2448.945801,104.932442,658.571838,6898.589844,319.295868,161.97905,26.000774,85.615479,528.007935,3891.740234,64.92379,1565,27.064962,187.79007,0.056466,27.067055,8435.407227,3.564838,566.344543,0.65,785.905334,2554.12085,2195.63916,142.350006,264.874786,0.702412,0.157963,98.867584,59.039127,0.853483,12435.93359,2646.550537,60.416355,2.141827,1015.501099,4.4423,5.176844,52.5,676.37085,158.624435,365,66.800003,55.599998,11.338518,1.947554,0.419,386.399994,18.6,3002.809814,679.147827,1249.530029,125.379395,729.5,735.009277,4.710889,127556.5313,9.765338,70.709671,1018.887878,16.450001,148.149994,594,409.623169,6.61,96.278862,52.046223,0.760812,0.331812,0.011365,0.812609,1063.57666,0.126118,468,8.9,0.52,75.570274
5/19/2017,153.125977,278.448639,2425.962891,102.691559,665.082703,6804.369141,318.848755,162.104691,25.449753,85.851768,528.870728,3872.713623,65.039345,1611.5,27.006071,186.367691,0.057199,27.097042,8376.170898,3.624314,570.211365,0.6415,777.411743,2561.937012,2147.152344,141.550003,269.094055,0.696854,0.154599,95.829102,58.742249,0.840285,12667.11621,2601.749023,59.937622,2.099041,993.783081,4.4323,5.272778,52.700001,665.381104,158.456848,358.5,66.849998,52.700001,11.504107,2.007005,0.424,387.399994,19,2979.887451,683.293518,1264.524414,124.108345,758,732.612,4.691932,126664.5234,9.694894,70.974365,1053.411499,16.35,148.649994,599,342.167328,6.75,98.942711,51.128048,0.775125,0.326369,0.011282,0.796676,1063.57666,0.126862,474,8.64,0.52,75.570274
5/22/2017,152.364288,279.540253,2392.765625,101.310646,660.806824,6779.789551,316.491425,163.612259,25.122873,84.504921,521.680969,3864.934814,64.411049,1608,26.084837,187.290329,0.056561,26.977098,8579.420898,3.570413,567.570618,0.6205,779.909851,2545.436279,2119.706543,141.100006,264.781036,0.675478,0.149216,94.847435,58.373154,0.814377,12451.87793,2642.88623,61.948307,2.10827,974.311829,4.39331,5.375817,52.400002,669.377319,159.462387,364,63.48,54.900002,11.547683,1.970553,0.431,386.799988,18.889999,3002.809814,683.293518,1229.537598,124.108345,748,730.214661,4.63506,124880.5234,9.738922,71.465919,1064.919312,15.45,146.600006,580,342.167328,6.5,97.515648,51.756271,0.762319,0.319707,0.010793,0.790479,1063.57666,0.126118,486,8.6,0.502,75.008423
5/23/2017,150.804642,284.179535,2404.682617,101.897743,661.778625,6848.611328,318.645538,164.324158,25.972755,84.780594,536.49176,3845.908203,65.869843,1611.5,27.014488,189.443069,0.057905,27.286949,8458.193359,3.672173,574.361084,0.6,752.930298,2574.095215,2133.429199,141.149994,266.750031,0.696683,0.151823,96.698578,58.357109,0.83833,12579.42676,2633.651367,63.671757,2.143505,968.320679,4.39931,5.485962,52.900002,664.382019,163.400757,364.5,66.160004,54,11.848359,2.04389,0.435,387,18.66,2993.640869,684.424133,1293.513428,121.747841,769,729.255798,4.654017,125772.5313,9.686088,73.829208,1095.016846,15.65,157,540,342.167328,6.3,98.467026,53.544308,0.772865,0.325619,0.011273,0.785168,1063.57666,0.127358,489,8.6,0.511,77.911369
